Circle Name,Region Name,Division Name,Office Name,Pincode,OfficeType,Delivery,District,StateName
Kerala Circle,Calicut Region,Kasaragod Division,PERIYE S.O,671320,SO,Delivery,Kasaragod,Kerala
Kerala Circle,Calicut Region,Ottapalam Division,Adakkaputhur BO,679503,BO,Delivery,PALAKKAD,Kerala
Kerala Circle,Calicut Region,Thalassery Division,Kayani B.O,670702,BO,Delivery,Thalassery,Kerala
Kerala Circle,Calicut Region,Tirur Division,Trikkanapuram South  BO,679582,BO,Delivery,MALAPPURM,Kerala
Kerala Circle,Calicut Region,Vadakara Division,Mahe SO,673310,SO,Delivery,MAHE,Kerala
Kerala Circle,Kochi Region,Alwaye Division,Aimurikara BO,683544,BO,Delivery,ERNAKULAM,Kerala
Kerala Circle,Kochi Region,Changanacherry Division,Alapra BO,686544,BO,Delivery,KOTTAYAM,Kerala
Kerala Circle,Kochi Region,Changanacherry Division,Kuppakkayam BO,686513,BO,Delivery,IDUKKI,Kerala
Kerala Circle,Kochi Region,Irinjalakuda Division,Alagappanagar SO,680302,SO,Delivery,THRISSUR,Kerala
Kerala Circle,Kochi Region,Lakshadweep Division,Agathi S.O,682553,SO,Delivery,Lakshadweep,Lakshadweep
Kerala Circle,Kochi Region,Lakshadweep Division,Bithra B.O,682554,BO,Delivery,Kochi,Lakshadweep
Madhya Pradesh Circle,NA,Balaghat Division,Adegaon S.O,480887,SO,Delivery,SEONI,Madhya Pradesh
Madhya Pradesh Circle,NA,Balaghat Division,Agasi B.O,481445,BO,Delivery,BALAGHAT,Madhya Pradesh
Madhya Pradesh Circle,NA,Bhopal Division,3 EME Centre S.O,462031,SO,Delivery,BHOPAL,Madhya Pradesh
Madhya Pradesh Circle,NA,Bhopal Division,Ashapuri B.O,464993,BO,Delivery,RAISEN,Madhya Pradesh
Madhya Pradesh Circle,NA,Chhatarpur Division,Abhau B.O,471510,BO,Delivery,CHHATARPUR,Madhya Pradesh
Madhya Pradesh Circle,NA,Chhatarpur Division,Acharra B.O,472101,BO,Delivery,TIKAMGARH,Madhya Pradesh
Madhya Pradesh Circle,NA,Chhatarpur Division,Adhrod B.O,488443,BO,Delivery,PANNA,Madhya Pradesh
Madhya Pradesh Circle,NA,Chhindwara Division,Amarwara S.O,480221,SO,Delivery,CHHINDWARA,Madhya Pradesh
Madhya Pradesh Circle,NA,Chhindwara Division,Ambada Amladepot B.O,460553,BO,Delivery,BETUL,Madhya Pradesh
Madhya Pradesh Circle,NA,Hoshangabad Division,Aari B.O,461661,BO,Delivery,HOSHANGABAD,Madhya Pradesh
Madhya Pradesh Circle,NA,Hoshangabad Division,Adampur B.O,461331,BO,Delivery,HARDA,Madhya Pradesh
Madhya Pradesh Circle,NA,Hoshangabad Division,Amada B.O,487881,BO,Delivery,NARSINGHPUR,Madhya Pradesh
Madhya Pradesh Circle,NA,Hoshangabad Division,Bayan B.O,466445,BO,Delivery,SEHORE,Madhya Pradesh
Madhya Pradesh Circle,NA,Rewa Division,Aber B.O,485226,BO,Delivery,SATNA,Madhya Pradesh
Madhya Pradesh Circle,NA,Rewa Division,Ajgarha B.O,486003,BO,Delivery,REWA,Madhya Pradesh
Madhya Pradesh Circle,NA,Sagar Division,Abhana B.O,470661,BO,Delivery,DAMOH,Madhya Pradesh
Madhya Pradesh Circle,NA,Sagar Division,Bardha B.O,470775,BO,Delivery,DATIA,Madhya Pradesh
Madhya Pradesh Circle,NA,Shahdol Division,Achalpur B.O,484881,BO,Delivery,ANUPPUR,Madhya Pradesh
Madhya Pradesh Circle,NA,Shahdol Division,Akhdar B.O,484660,BO,Delivery,UMARIA,Madhya Pradesh
Madhya Pradesh Circle,NA,Shahdol Division,Akhetpur B.O,484774,BO,Delivery,SHAHDOL,Madhya Pradesh
Madhya Pradesh Circle,NA,Shahdol Division,Amarpur B.O,486675,BO,Delivery,SIDHI,Madhya Pradesh
Madhya Pradesh Circle,NA,Shahdol Division,Amlori Project S.O,486887,SO,Delivery,SINGRAULI,Madhya Pradesh
Madhya Pradesh Circle,NA,Vidisha Division,Agrabarkheda B.O,464111,BO,Delivery,VIDISHA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Guna Division,Achalgarh B.O,473444,BO,Delivery,ASHOK NAGAR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Guna Division,Achhroni B.O,473585,BO,Delivery,SHIVPURI,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Guna Division,Awan B.O,473226,BO,Delivery,GUNA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Gwalior Division,AB VIII TM Gwalior S.O,474015,SO,Delivery,GWALIOR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Indore City Division,Army Head Quarter S.O,452006,SO,Delivery,INDORE,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Aalri B.O,455001,BO,Delivery,DEWAS,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Ahoo B.O,454001,BO,Delivery,DHAR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Jabalpur Division,Adarsh Gram Dhabaiya B.O,483770,BO,Delivery,KATNI,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Jabalpur Division,Adhartal S.O,482004,SO,Delivery,JABALPUR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Khandwa Division,Aabud B.O,450337,BO,Delivery,KHANDWA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Khandwa Division,Abhapuri B.O,451332,BO,Delivery,KHARGONE,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Khandwa Division,Achli B.O,451666,BO,Delivery,BARWANI,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Khandwa Division,Ambada B.O,450331,BO,Delivery,BURHANPUR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Mandsaur Division,Aankali B.O,458113,BO,Delivery,NEEMUCH,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Mandsaur Division,Aankali Deewan B.O,458883,BO,Delivery,MANDSAUR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Morena Division,Achalpura B.O,477441,BO,Delivery,BHIND,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Morena Division,Adhanpur B.O,476111,BO,Delivery,MORENA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Morena Division,Agra B.O,476332,BO,Delivery,SHEOPUR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Morena Division,Masuri B.O,477105,BO,Delivery,AGAR MALWA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ratlam Division,Aamba B.O,457550,BO,Delivery,RATLAM,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ratlam Division,Agral B.O,457779,BO,Delivery,JHABUA,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ratlam Division,Ajanda B.O,457887,BO,Delivery,ALIRAJPUR,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ratlam Division,Jadwasa B.O,457339,BO,Delivery,RAJGARH,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ujjain Division,Aajdawada B.O,456776,BO,Delivery,UJJAIN,Madhya Pradesh
Madhya Pradesh Circle,Indore Region,Ujjain Division,Abhaypur B.O,465001,BO,Delivery,SHAJAPUR,Madhya Pradesh
Madhya Pradesh Circle,Jabalpur Region,Mandla Division,Ahmadpur B.O,481998,BO,Delivery,MANDLA,Madhya Pradesh
Madhya Pradesh Circle,Jabalpur Region,Mandla Division,Ajawar B.O,481879,BO,Delivery,DINDORI,Madhya Pradesh
Maharashtra Circle,Aurangabad Region,Aurangabad Division,Adgaon B.O,431132,BO,Delivery,JALNA,Maharashtra
Maharashtra Circle,Aurangabad Region,Beed Division,Adas B.O,431517,BO,Delivery,BEED,Maharashtra
Maharashtra Circle,Aurangabad Region,Bhusaval Division,Abhoda B.O,425508,BO,Delivery,Jalgaon,Maharashtra
Maharashtra Circle,Aurangabad Region,Bhusaval Division,Bhusawal H.O,425201,HO,Delivery,BHUSAWAL,Maharashtra
Maharashtra Circle,Aurangabad Region,Dhule Division,Agriculture College B.O,424004,BO,Non Delivery,DHULE,Maharashtra
Maharashtra Circle,Aurangabad Region,Dhule Division,Akkalkuwa S.O,425415,SO,Delivery,NANDURBAR,Maharashtra
Maharashtra Circle,Aurangabad Region,Jalgaon Division,Shindi B.O,424119,BO,Delivery,JALGOAN,Maharashtra
Maharashtra Circle,Aurangabad Region,Nanded Division,Adampur B.O,431736,BO,Delivery,NANDED,Maharashtra
Maharashtra Circle,Aurangabad Region,Osmanabad Division,Abulga BK B.O,413521,BO,Delivery,LATUR,Maharashtra
Maharashtra Circle,Aurangabad Region,Osmanabad Division,Achler B.O,413602,BO,Delivery,OSMANABAD,Maharashtra
Maharashtra Circle,Aurangabad Region,Pharbhani Division,Adgaon B.O,431705,BO,Delivery,HINGOLI,Maharashtra
Maharashtra Circle,Aurangabad Region,Pharbhani Division,Aherborgaon B.O,431503,BO,Delivery,PARBHANI,Maharashtra
Maharashtra Circle,Goa-Panaji Region,Goa Division,A.P.Dabolim S.O,403801,SO,Delivery,SOUTH GOA,Goa
Maharashtra Circle,Goa-Panaji Region,Goa Division,Advalpal B.O,403503,BO,Delivery,NORTH GOA,Goa
Maharashtra Circle,Goa-Panaji Region,Kolhapur Division,5 Star MIDC Kagal S.O,416236,SO,Delivery,Kolhapur,Maharashtra
Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Abaloli S.O,415726,SO,Delivery,RATNAGIRI,Maharashtra
Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Karak B.O,416704,BO,Delivery,RAIGARH(MH),Maharashtra
Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,Agalgaon B.O,416403,BO,Delivery,Sangli,Maharashtra
Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,Subhashnagar S.O,416437,SO,Delivery,Miraj,Maharashtra
Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Achara S.O,416614,SO,Delivery,SINDHUDURG,Maharashtra
Maharashtra Circle,Mumbai Region,Mumbai City East Division,Antop Hill S.O,400037,SO,Delivery,MUMBAI,Maharashtra
Maharashtra Circle,Mumbai Region,Mumbai City North Division,A I Staff Colony S.O,400029,SO,Non Delivery,MUMBAI SUBUEBAN,Maharashtra
Maharashtra Circle,Nagpur Region,Akola Division,Adgaon Bk S.O,444126,SO,Delivery,AKOLA,Maharashtra
Maharashtra Circle,Nagpur Region,Akola Division,Adoli B.O,444510,BO,Delivery,WASHIM,Maharashtra
Maharashtra Circle,Nagpur Region,Amaravati Division,Achalpur City S.O,444806,SO,Delivery,AMRAVATI,Maharashtra
Maharashtra Circle,Nagpur Region,Buldana Division,Adgaon Raja B.O,443203,BO,Delivery,BULDHANA,Maharashtra
Maharashtra Circle,Nagpur Region,Chandrapur Division,Adapalli B.O,442707,BO,Delivery,GADCHIROLI,Maharashtra
Maharashtra Circle,Nagpur Region,Chandrapur Division,Adegaon B.O,442904,BO,Delivery,CHANDRAPUR,Maharashtra
Maharashtra Circle,Nagpur Region,Nagpur City Division,Abhyankar Nagar S.O,440010,SO,Non Delivery,Nagpur,Maharashtra
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Adasi B.O,441614,BO,Delivery,GONDIA,Maharashtra
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Adyar S.O (Bhandara),441903,SO,Delivery,BHANDARA,Maharashtra
Maharashtra Circle,Nagpur Region,Wardha Division,Agargaon B.O,442101,BO,Delivery,WARDHA,Maharashtra
Maharashtra Circle,Nagpur Region,Yeotmal Division,Adegaon B.O,445210,BO,Delivery,Yavatmal,Maharashtra
Maharashtra Circle,Navi Mumbai Region,Malegaon Division,Aghar BK B.O,423201,BO,Delivery,Malegaon,Maharashtra
Maharashtra Circle,Navi Mumbai Region,Malegaon Division,Rishabhgiri B.O,423302,BO,Delivery,NASHIK,Maharashtra
Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Airoli B.O,400708,BO,Non Delivery,THANE,Maharashtra
Maharashtra Circle,Navi Mumbai Region,Palghar Division,Abitghar B.O,421303,BO,Delivery,PALGHAR,Maharashtra
Maharashtra Circle,Pune Region,Ahmednagar Division,Adhalgaon B.O,413701,BO,Delivery,AHMED NAGAR,Maharashtra
Maharashtra Circle,Pune Region,Pandharpur Division,Achakdani B.O,413306,BO,Delivery,SOLAPUR,Maharashtra
Maharashtra Circle,Pune Region,Pandharpur Division,Niranarshingpur B.O,413211,BO,Delivery,PUNE,Maharashtra
Maharashtra Circle,Pune Region,Satara Division,Abhepuri B.O,412803,BO,Delivery,SATARA,Maharashtra
Maharashtra Circle,Pune Region,Shrirampur Division,Chinchale B.O,413705,BO,Delivery,Shrirampur,Maharashtra
North Eastern Circle,North Eastern Region,Manipur Division,Ahallup B.O,795002,BO,Delivery,Imphal West,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Aibulon B.O,795006,BO,Delivery,Churachandpur,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Aigejang B.O,795101,BO,Delivery,Thoubal,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Aishi B.O,795145,BO,Delivery,Ukhrul,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Akhui B.O,795141,BO,Delivery,Tamenglong,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Anal Khullen B.O,795102,BO,Delivery,Chandel,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Awang Kongpal B.O,795005,BO,Delivery,Imphal East,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Awangjiri B.O,795134,BO,Delivery,Bishnupur,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Bunglong B.O,795118,BO,Delivery,Senapati,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Khenjoi B.O,795131,BO,Delivery,Tengnoupal,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Manipur High Court S.O,795001,SO,Delivery,Imphal,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Nungkao B.O,795115,BO,Delivery,Jiribam,Manipur
North Eastern Circle,North Eastern Region,Manipur Division,Thanlon B.O,795006,BO,Delivery,THANLON,Manipur
North Eastern Circle,North Eastern Region,Mizoram Division,Aibawk S.O,796190,SO,Delivery,Aizawl,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Ailawng B.O,796501,BO,Delivery,Mammit,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Aithur B.O,796571,BO,Delivery,Lunglei,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Bairabi B.O,796081,BO,Delivery,Kolasib,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Balhlakawn B.O,796891,BO,Delivery,Lawngtlai,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Bethel B.O,796321,BO,Delivery,Champhai,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Bualpui 'ng' B.O,796901,BO,Delivery,Saiha,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Bungtlang 'N' B.O,796181,BO,Delivery,Serchhip,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Durtlang SO,796015,SO,Delivery,Aizawal,Mizoram
North Eastern Circle,North Eastern Region,Mizoram Division,Kawrthah S.O,796470,SO,Delivery,Mamit,Mizoram
North Eastern Circle,North Eastern Region,Nagaland Division,Aghunato B.O,798620,BO,Delivery,Zunhebotto,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Agri College B.O,797106,BO,Delivery,Dimapur,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Aitepyong B.O,797111,BO,Delivery,Wokha,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Akhegwo B.O,797114,BO,Delivery,Phek,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Akuluto B.O,798627,BO,Delivery,Zunheboto,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Alichen S.O,798607,SO,Delivery,Mokokchung,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Amahatore B.O,798611,BO,Delivery,Kiphire,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Angangba B.O,798616,BO,Delivery,Tuensang,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Angphang B.O,798603,BO,Delivery,Mon,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Asukika B.O,797109,BO,Delivery,Kohima,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Athibung B.O,797110,BO,Delivery,Peren,Nagaland
North Eastern Circle,North Eastern Region,Nagaland Division,Bhumnyu BO,798625,BO,Delivery,Longleng,Nagaland
North Eastern Circle,Shillong HQ Region,Agartala Division,Abani Reangpara B.O,799013,BO,Delivery,South Tripura,Tripura
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Belcherra B.O,799201,BO,Delivery,Khowai,Tripura
North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Betcherra B.O,799266,BO,Delivery,Dharmanagar,Tripura
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Achitchonggiri B.O,794002,BO,Delivery,West Garo Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Amlarem S.O,793161,SO,Delivery,Jaintia Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Assam Rifles S.O,793011,SO,Delivery,East Khasi Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Baghmara S.O,794102,SO,Delivery,South Garo Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Balkinigiri B.O,794111,BO,Delivery,East Garo Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Barua Basti B.O,793104,BO,Delivery,Ri Bhoi,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Bhoirymbong S.O,793116,SO,Delivery,Shillong,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Borsora B.O,793106,BO,Delivery,West Khasi Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Dadengiri S.O,794003,SO,Delivery,Tura,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Nongbah B.O,793150,BO,Delivery,West Jaintia Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Nongnah B.O,793114,BO,Delivery,South West Khasi Hills,Megalaya
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Rata Cherra B.O,793210,BO,Delivery,East Jaintia Hills,Megalaya
Odisha Circle,NA,Balasore Division,N.M.D OF Parcel Centre Bhubaneswar,751026,SO,Delivery,KHORDA,Odisha
Odisha Circle,NA,Balasore Division,Achutipur B.O,756047,BO,Delivery,BALESWAR,Odisha
Odisha Circle,NA,Balasore Division,BASANTAPUR BO,756056,BO,Delivery,BALASORE,Odisha
Odisha Circle,NA,Bhadrak Division,Adalpanka B.O,756114,BO,Delivery,BHADRAK,Odisha
Odisha Circle,NA,Bhadrak Division,Danar B.O,756121,BO,Delivery,KENDUJHAR,Odisha
Odisha Circle,NA,Cuttack City Division,A D Market S.O,753012,SO,Delivery,CUTTACK,Odisha
Odisha Circle,NA,Cuttack North Division,Abdalpur B.O,755016,BO,Delivery,JAJAPUR,Odisha
Odisha Circle,NA,Cuttack North Division,Achyut Basant B.O,754205,BO,Delivery,KENDRAPARA,Odisha
Odisha Circle,NA,Cuttack North Division,Rurhiya B.O,755043,BO,Delivery,JAGATSINGHAPUR,Odisha
Odisha Circle,NA,Mayurbhanj Division,Agria B.O,757025,BO,Delivery,MAYURBHANJ,Odisha
Odisha Circle,NA,Mayurbhanj Division,Astakuanr B.O,757034,BO,Delivery,NABARANGAPUR,Odisha
Odisha Circle,NA,Puri Division,Abhayamukhi Ramachandrapur B.O,752016,BO,Delivery,PURI,Odisha
Odisha Circle,NA,Puri Division,Adakata B.O,752093,BO,Delivery,NAYAGARH,Odisha
Odisha Circle,Berhampur Region,Aska Division,A.K.Deuli B.O,761111,BO,Delivery,GANJAM,Odisha
Odisha Circle,Berhampur Region,Aska Division,Badabaraba B.O,761151,BO,Delivery,KANDHAMAL,Odisha
Odisha Circle,Berhampur Region,Berhampur Division,Aligonda B.O,761217,BO,Delivery,GAJAPATI,Odisha
Odisha Circle,Berhampur Region,Kalahandi Division,Adhamunda B.O,766011,BO,Delivery,KALAHANDI,Odisha
Odisha Circle,Berhampur Region,Kalahandi Division,Agren B.O,766106,BO,Delivery,NUAPADA,Odisha
Odisha Circle,Berhampur Region,Koraput Division,A.Malkangiri B.O,764021,BO,Delivery,KORAPUT,Odisha
Odisha Circle,Berhampur Region,Koraput Division,Ambaguda B.O,764044,BO,Delivery,MALKANGIRI,Odisha
Odisha Circle,Berhampur Region,Koraput Division,Aunli B.O,764063,BO,Delivery,RAYAGADA,Odisha
Odisha Circle,Berhampur Region,Phulbani Division,Adenigarh B.O,762023,BO,Delivery,BOUDH,Odisha
Odisha Circle,Sambalpur Region,Balangir Division,Adabahal B.O,767066,BO,Delivery,BALANGIR,Odisha
Odisha Circle,Sambalpur Region,Dhenkanal Division,Aida B.O,759125,BO,Delivery,ANGUL,Odisha
Odisha Circle,Sambalpur Region,Dhenkanal Division,Aluajharan B.O,759026,BO,Delivery,DHENKANAL,Odisha
Odisha Circle,Sambalpur Region,Sambalpur Division,A.Katapali B.O,768006,BO,Delivery,SAMBALPUR,Odisha
Odisha Circle,Sambalpur Region,Sambalpur Division,Adagaon B.O,768040,BO,Delivery,BARGARH,Odisha
Odisha Circle,Sambalpur Region,Sambalpur Division,Aintapali B.O,768215,BO,Delivery,JHARSUGUDA,Odisha
Odisha Circle,Sambalpur Region,Sambalpur Division,Ambagaon B.O,768110,BO,Delivery,DEBAGARH,Odisha
Odisha Circle,Sambalpur Region,Sambalpur Division,Sole B.O,768228,BO,Delivery,SUNDERGARH,Odisha
Punjab Circle,NA,Chandigarh Division,Abiana BO,140119,BO,Delivery,ROPAR,Punjab
Punjab Circle,NA,Chandigarh Division,Aerodrome SO,160003,SO,Delivery,CHANDIGHAR,Chandigarh
Punjab Circle,NA,Chandigarh Division,Balongi BO,160055,BO,Delivery,MOHALI,Punjab
Punjab Circle,NA,Chandigarh Division,Barwa BO,140117,BO,Delivery,RUPNAGAR,Punjab
Punjab Circle,NA,Chandigarh Division,Daon BO,160055,BO,Delivery,MOGA,Punjab
Punjab Circle,NA,Ludhiana City Division,AP Basti SO,141003,SO,Non Delivery,LUDHIANA,Punjab
Punjab Circle,NA,Patiala Division,Adampur BO,140406,BO,Delivery,FATEHGARH SAHIB,Punjab
Punjab Circle,NA,Patiala Division,Aero Kalan BO,147111,BO,Delivery,PATIALA,Punjab
Punjab Circle,NA,Sangrur Division,Ahmedgarh sO,148021,SO,Delivery,SANGRUR,Punjab
Punjab Circle,Punjab West Region,Amritsar Division,Abdal BO,143502,BO,Delivery,AMRITSAR,Punjab
Punjab Circle,Punjab West Region,Amritsar Division,Aima Kalan BO,143301,BO,Delivery,TARN TARAN,Punjab
Punjab Circle,Punjab West Region,Bhatinda Division,Ablu BO,151201,BO,Delivery,BATHINDA,Punjab
Punjab Circle,Punjab West Region,Bhatinda Division,Adamke BO,151506,BO,Delivery,MANSA,Punjab
Punjab Circle,Punjab West Region,Bhatinda Division,Gehri Bara Singh BO,151509,BO,Delivery,BARNALA,Punjab
Punjab Circle,Punjab West Region,Faridkot Division,Abul Khurana BO,152114,BO,Delivery,MUKTSAR,Punjab
Punjab Circle,Punjab West Region,Faridkot Division,Arrayianwala BO,151213,BO,Delivery,FARIDKOT,Punjab
Punjab Circle,Punjab West Region,Ferozpur Division,Abohar Mandi SO,152116,SO,Non Delivery,FAZILKA,Punjab
Punjab Circle,Punjab West Region,Ferozpur Division,Ahmad Dhandi BO,152022,BO,Delivery,FIROZPUR,Punjab
Punjab Circle,Punjab West Region,Ferozpur Division,Khushhal Singh Wala,152002,BO,Delivery,Ferozepur,Punjab
Punjab Circle,Punjab West Region,Gurdaspur Division,Abrol Nagar Pathankot SO,145001,SO,Non Delivery,PATHANKOT,Punjab
Punjab Circle,Punjab West Region,Gurdaspur Division,Akarpura BO,143511,BO,Delivery,GURDASPUR,Punjab
Punjab Circle,Punjab West Region,Hoshiarpur Division,Abdulapur BO,144214,BO,Delivery,HOSHIARPUR,Punjab
Punjab Circle,Punjab West Region,Jalandhar Division,Adampur AD SO,144103,SO,Delivery,JALANDHAR,Punjab
Punjab Circle,Punjab West Region,Jalandhar Division,Allachaur BO,144514,BO,Delivery,NAWANSHAHR,Punjab
Punjab Circle,Punjab West Region,Kapurthala Division,Adhi BO,144623,BO,Delivery,KAPURTHALA,Punjab
Rajasthan Circle,NA,Alwar Division,A.G.Dadhiya B.O,301401,BO,Delivery,ALWAR,Rajasthan
Rajasthan Circle,NA,Alwar Division,Fetehpur B.O,301402,BO,Delivery,BANSWARA,Rajasthan
Rajasthan Circle,NA,Bharatpur Division,Abhorra B.O,321202,BO,Delivery,BHARATPUR,Rajasthan
Rajasthan Circle,NA,Dholpur Division,Afjalpur BO,328041,BO,Delivery,DHOLPUR,Rajasthan
Rajasthan Circle,NA,Jaipur City Division,Airport Sanganer S.O,302029,SO,Non Delivery,JAIPUR,Rajasthan
Rajasthan Circle,NA,Jaipur Moffusil Division,Abhaneri BO,303326,BO,Delivery,DAUSA,Rajasthan
Rajasthan Circle,NA,Sawaimadhopur Division,Adalwada Kalan BO,322701,BO,Delivery,SAWAI MADHOPUR,Rajasthan
Rajasthan Circle,NA,Sawaimadhopur Division,Ajijpur BO,321611,BO,Delivery,KARAULI,Rajasthan
Rajasthan Circle,NA,Sawaimadhopur Division,Nangal Lat BO,321611,BO,Delivery,KOTA,Rajasthan
Rajasthan Circle,Ajmer Region,Ajmer Division,Adarsh Nagar (Ajmer) S.O,305002,SO,Non Delivery,AJMER,Rajasthan
Rajasthan Circle,Ajmer Region,Bhilwara Division,Adsipura B.O,311402,BO,Delivery,BHILWARA,Rajasthan
Rajasthan Circle,Ajmer Region,Chittorgarh Division,AAd B.O,312626,BO,Delivery,PRATAPGHAR,Rajasthan
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Abhaypur B.O,312022,BO,Delivery,CHITTORGARH,Rajasthan
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chari B.O,312625,BO,Delivery,PALI,Rajasthan
Rajasthan Circle,Ajmer Region,Dungarpur Division,Akhaipur B.O,314024,BO,Delivery,DUNGARPUR,Rajasthan
Rajasthan Circle,Ajmer Region,Kota Division,Agar B.O,325217,BO,Delivery,BARAN,Rajasthan
Rajasthan Circle,Ajmer Region,Kota Division,Agaria B.O,326022,BO,Delivery,JHALAWAR,Rajasthan
Rajasthan Circle,Ajmer Region,Tonk Division,Abar B.O,323024,BO,Delivery,BUNDI,Rajasthan
Rajasthan Circle,Ajmer Region,Tonk Division,Aligarh S.O (Tonk),304023,SO,Delivery,TONK,Rajasthan
Rajasthan Circle,Ajmer Region,Tonk Division,Tonkra B.O,323025,BO,Delivery,RAJSAMAND,Rajasthan
Rajasthan Circle,Ajmer Region,Udaipur Division,Adiwali B.O,313804,BO,Delivery,UDAIPUR,Rajasthan
